EventTime	Origin	Destination
2021.48635	UNKNOWN	South Africa
2021.95542	UNKNOWN	South Africa
2021.95554	South Africa	Israel
2021.95605	South Africa	Germany
2021.9579999999999	South Africa	France
2021.9601	South Africa	India
2021.9609	France	Denmark
2021.96122	Germany	Czech Republic
2021.96255	India	Qatar
2021.96275	France	South Africa
2021.96279	Germany	Denmark
2021.96297	Germany	India
2021.96419	India	Germany
2021.96499	India	France
2021.9657399999999	India	France
2021.9658	Germany	United Kingdom
2021.96707	India	Germany
2021.96812	United Kingdom	Germany
2021.96929	India	Germany
2021.9701499999999	India	Norway
2021.9704299999999	Poland	Belgium
2021.97067	India	Israel
2021.97163	Israel	France
2021.97202	France	Estonia
2021.97336	France	Switzerland
2021.97363	India	Germany
2021.9746	India	Denmark
2021.97532	France	India
2021.9754699999999	Germany	India
2021.97734	Germany	India
2021.97749	India	United Kingdom
2021.9776399999998	Japan	United Kingdom
2021.97831	Germany	Poland
2021.97912	India	United Kingdom
2021.9795	India	United Kingdom
2021.97951	India	Germany
2021.9836599999999	United Kingdom	Germany
2021.98383	Turkey	France
2021.98455	Germany	Denmark
2021.98468	India	United Kingdom
2021.9855599999999	Germany	United Kingdom
2021.9858299999999	India	United Kingdom
2021.98586	Slovenia	Austria
2021.98623	Germany	Georgia
2021.9866399999999	Qatar	USA
2021.98785	Germany	United Kingdom
2021.98968	India	Switzerland
2021.99026	Germany	Netherlands
2021.9903399999998	France	Slovakia
2021.9904299999998	United Kingdom	Germany
2021.99166	India	Norway
2021.9918	Germany	India
2021.99243	Germany	Indonesia
2021.99359	India	Italy
2021.99377	France	India
2021.9943899999998	Japan	Pakistan
2021.99631	India	Slovakia
2021.99652	Poland	South Africa
2021.99677	Germany	United Kingdom
2021.99733	Germany	USA
2021.99757	Germany	Netherlands
2021.9988899999998	Qatar	Belgium
2021.99892	France	Italy
2021.99926	France	Philippines
2021.9996099999998	Germany	France
2022.00003	Poland	Slovenia
2022.0015799999999	India	United Kingdom
2022.00247	France	Slovakia
2022.00253	Germany	United Kingdom
2022.00255	United Kingdom	Germany
2022.0025699999999	Germany	Georgia
