EventTime	Origin	Destination
2021.86218	UNKNOWN	South Africa
2021.86253	South Africa	USA
2021.86269	USA	Germany
2021.86273	USA	United Kingdom
2021.86274	USA	Brazil
2021.86365	United Kingdom	France
2021.86372	USA	Portugal
2021.86382	USA	United Kingdom
2021.86406	USA	Canada
2021.86427	France	Germany
2021.8645900000001	South Africa	Italy
2021.86467	USA	United Kingdom
2021.86473	United Kingdom	Slovakia
2021.86493	France	Germany
2021.86564	United Kingdom	France
2021.86592	USA	Italy
2021.86632	USA	South Africa
2021.86653	United Kingdom	Brazil
2021.86778	USA	South Africa
2021.86806	USA	Canada
2021.86853	USA	Belgium
2021.86854	USA	Canada
2021.86854	Turkey	USA
2021.86862	United Kingdom	Germany
2021.86921	United Kingdom	Poland
2021.86943	USA	United Kingdom
2021.8695500000001	USA	France
2021.86956	USA	Italy
2021.87038	United Kingdom	Italy
2021.87062	USA	Italy
2021.8708	USA	Ireland
2021.87097	United Kingdom	Thailand
2021.87172	USA	France
2021.8719	USA	Germany
2021.87202	USA	United Kingdom
2021.87218	United Kingdom	Italy
2021.87222	USA	Turkey
2021.8729	Spain	Italy
2021.87339	United Kingdom	Italy
2021.87344	United Kingdom	Netherlands
2021.87349	USA	Mexico
2021.87354	USA	Brazil
2021.87362	Spain	France
2021.87365	United Kingdom	Brazil
2021.87379	USA	Peru
2021.87572	United Kingdom	Italy
2021.87602	USA	Spain
2021.87659	Spain	France
2021.8768	Italy	Germany
2021.8772900000001	USA	United Kingdom
2021.87749	USA	Peru
2021.87858	United Kingdom	Italy
2021.8786	USA	South Africa
2021.87862	United Kingdom	Germany
2021.87866	United Kingdom	Italy
2021.87901	Turkey	Germany
2021.8790900000001	USA	Germany
2021.87915	France	Germany
2021.87976	United Kingdom	Italy
2021.87982	USA	Portugal
2021.88036	USA	Germany
2021.88039	United Kingdom	Romania
2021.88049	USA	France
2021.8805	USA	Brazil
2021.88056	United Kingdom	Belgium
2021.8816100000001	USA	Belgium
2021.8816100000001	USA	Germany
2021.88217	USA	Germany
2021.88219	USA	Colombia
2021.88236	Italy	Norway
2021.88409	USA	South Africa
2021.88438	United Kingdom	Portugal
2021.88463	USA	United Kingdom
2021.88551	USA	Israel
2021.88554	Spain	France
2021.8857	Spain	USA
2021.88611	USA	Peru
2021.88633	Australia	France
2021.88674	France	Poland
2021.88685	USA	Netherlands
2021.88728	United Kingdom	USA
2021.8873800000001	USA	India
2021.88752	Australia	France
2021.88752	United Kingdom	South Africa
2021.88753	USA	Austria
2021.88845	France	USA
2021.88865	USA	Italy
2021.88888	USA	Colombia
2021.88896	France	USA
2021.88906	France	Sweden
2021.8890900000001	France	Germany
2021.88928	Brazil	Germany
2021.88958	USA	Iran
2021.88958	USA	Netherlands
2021.88973	USA	Canada
2021.8899000000001	Spain	France
2021.89029	USA	Brazil
2021.89087	United Kingdom	Italy
2021.89095	United Kingdom	South Africa
2021.89102	United Kingdom	Slovakia
2021.8914	Belgium	Brazil
2021.89165	United Kingdom	Italy
2021.89187	USA	France
2021.89202	United Kingdom	Italy
2021.89207	USA	Portugal
2021.89264	USA	Greece
2021.893	USA	France
2021.89319	USA	Brazil
2021.89335	Spain	Ireland
2021.89354	United Kingdom	South Africa
2021.89461	USA	Brazil
2021.89482	USA	Germany
2021.89493	United Kingdom	France
2021.89504	USA	Netherlands
2021.89542	Belgium	France
2021.89563	Spain	Italy
2021.89608	USA	France
2021.89628	Australia	India
2021.89651	United Kingdom	Sweden
2021.89654	Spain	Italy
2021.89675	USA	Turkey
2021.89693	United Kingdom	Germany
2021.8972800000001	United Kingdom	Belgium
2021.89777	Australia	Austria
2021.89777	Spain	Germany
2021.89777	United Kingdom	South Africa
2021.8978	Australia	France
2021.8978	USA	South Africa
2021.8978	Turkey	South Africa
2021.89805	United Kingdom	France
2021.89822	USA	Brazil
2021.89844	Spain	Belgium
2021.8990900000001	United Kingdom	South Africa
2021.89916	USA	Italy
2021.8991800000001	USA	United Kingdom
2021.8997	USA	Italy
2021.8998000000001	USA	Peru
2021.90051	USA	Belgium
2021.9005200000001	South Africa	Ireland
2021.9005300000001	USA	South Africa
2021.9005300000001	France	South Africa
2021.90054	USA	Netherlands
2021.90085	USA	Spain
2021.9009	USA	Brazil
2021.90103	Turkey	Czech Republic
2021.90146	United Kingdom	Romania
2021.90176	France	Peru
2021.90183	USA	Mexico
2021.90193	Australia	USA
2021.90203	USA	India
2021.9021	United Kingdom	France
2021.90213	United Kingdom	Romania
2021.90239	Spain	USA
2021.90274	USA	Portugal
2021.903	United Kingdom	Germany
2021.9032300000001	USA	Ireland
2021.90327	Australia	South Africa
2021.90327	USA	South Africa
2021.90327	USA	South Africa
2021.90328	USA	South Africa
2021.90342	USA	Austria
2021.90352	Spain	France
2021.90381	USA	Slovakia
2021.90401	United Kingdom	France
2021.90423	USA	South Africa
2021.9047	United Kingdom	Belgium
2021.9049400000001	Denmark	Italy
2021.90505	United Kingdom	South Africa
2021.90525	United Kingdom	Portugal
2021.90538	Australia	Italy
2021.90563	Turkey	France
2021.90573	Spain	Slovenia
2021.90591	France	Belgium
2021.90596	USA	South Africa
2021.90601	USA	Austria
2021.9060200000001	United Kingdom	South Africa
2021.9060200000001	USA	France
2021.90603	USA	France
2021.90604	USA	Germany
2021.90618	USA	Italy
2021.90676	USA	Brazil
2021.90686	USA	Germany
2021.90711	USA	Thailand
2021.90849	Spain	Italy
2021.90874	South Africa	Russia
2021.90875	United Kingdom	Lebanon
2021.90876	USA	Austria
2021.9091700000001	France	Spain
2021.90952	United Kingdom	South Africa
2021.90955	United Kingdom	Italy
2021.90972	USA	Colombia
2021.91009	United Kingdom	Italy
2021.91032	USA	Brazil
2021.91037	United Kingdom	Netherlands
2021.9105	USA	Spain
2021.91053	Italy	Switzerland
2021.91055	USA	Switzerland
2021.91077	USA	Poland
2021.91092	France	Australia
2021.91113	United Kingdom	USA
2021.91146	USA	Turkey
2021.91147	Brazil	Belgium
2021.91148	United Kingdom	France
2021.91148	United Kingdom	Lebanon
2021.91149	USA	Singapore
2021.91149	Italy	Netherlands
2021.91149	France	Germany
2021.91172	USA	Israel
2021.91179	United Kingdom	Germany
2021.9119	France	Slovakia
2021.91193	USA	Slovenia
2021.91219	USA	Poland
2021.91226	USA	Italy
2021.91226	USA	India
2021.91227	USA	France
2021.91229	France	Belgium
2021.91301	USA	France
2021.91312	USA	United Kingdom
2021.91338	USA	Czech Republic
2021.91398	USA	Peru
2021.91418	USA	Netherlands
2021.91419	USA	South Africa
2021.91423	USA	France
2021.9145800000001	United Kingdom	Portugal
2021.91462	United Kingdom	Chile
2021.91483	USA	Brazil
2021.91489	Brazil	United Kingdom
2021.9154800000001	USA	Colombia
